epoch,discriminator_loss,generator_loss,evaluator_loss,real_score,fake_score,lab_mse,lab_delta_e76,color_loss,mode_seeking_loss,alpha
28.0,0.9373515058647502,0.2682009000669826,0.9373515058647502,0.2805584520101547,0.15501726283268494,1.1754639528014443,35.172649903730914,1.1754639528014443,4.0676165927540175,0.014
29.0,0.9368613660335541,0.271061010658741,0.9368613660335541,0.2807245430621234,0.15244061703031714,1.1565658829428933,34.794692126187414,1.1565658829428933,4.067314223809675,0.0145
30.0,0.9370156960053877,0.279559307477691,0.9370156960053877,0.2720082537694411,0.1456242467869412,1.146772731434215,34.785405072298914,1.146772731434215,4.079819592562589,0.015
31.0,0.936585312539881,0.2606725983998992,0.936585312539881,0.29039915718815545,0.16148585893891074,1.1611938747492703,34.988453431562945,1.1611938747492703,4.04159951210022,0.0155
32.0,0.9356416680596091,0.2934047430753708,0.9356416680596091,0.26226235926151276,0.13168540732427078,1.1579036604274402,34.812945972789414,1.1579036604274402,4.065636851570823,0.016
33.0,0.9373050142418254,0.26302548159252515,0.9373050142418254,0.2895102798938751,0.1647870337421244,1.1155531839890913,34.24581683765758,1.1155531839890913,4.094058773734353,0.0165
34.0,0.9354544552889738,0.2775606445290826,0.9354544552889738,0.28368704427372327,0.15224657614122739,1.0785591060465032,33.71679982272062,1.0785591060465032,4.114717136729848,0.017
35.0,0.9364822588183663,0.27897025509314105,0.9364822588183663,0.28076533702286804,0.15169660543853586,1.1001242399215698,34.09514600580389,1.1001242399215698,4.114146774465388,0.0175
36.0,0.9366268949075178,0.2848050580783324,0.9366268949075178,0.2760293903675946,0.14945807240226053,1.097051896832206,33.87701433355158,1.097051896832206,4.145161953839389,0.018
37.0,0.9372177151116458,0.2542997713793408,0.9372177151116458,0.30414123155853967,0.17627157745036212,1.1370182199911638,34.484947204589844,1.1370182199911638,4.0953651016408745,0.0185
38.0,0.934571542523124,0.2736051245169206,0.934571542523124,0.2906695604324341,0.15822789818048477,1.1191098148172551,34.10693515430797,1.1191098148172551,4.105699235742742,0.019
39.0,0.936225866729563,0.266463077203794,0.936225866729563,0.29496379603039136,0.16498304903507233,1.1065105524930088,34.12250726873224,1.1065105524930088,4.098691669377414,0.0195
40.0,0.9353260072794828,0.26489351283420215,0.9353260072794828,0.2985355095429854,0.16852199760350314,1.0950679724866694,33.74017281965776,1.0950679724866694,4.115141435102983,0.02
41.0,0.9365276044065302,0.26126144284551794,0.9365276044065302,0.3021249202164737,0.17352979494766754,1.0199154019355774,32.56620121002197,1.0199154019355774,4.138829643076116,0.0205
42.0,0.9370312203060497,0.27185973728244955,0.9370312203060497,0.2925601317123933,0.16417479582808234,1.0455231504006819,33.0810793096369,1.0455231504006819,4.140785455703735,0.021
43.0,0.9342589974403381,0.2649064985188571,0.9342589974403381,0.2991741651838476,0.1675254147161137,1.066049955107949,33.38895537636497,1.066049955107949,4.095118349248713,0.0215
44.0,0.9348053092306311,0.2663103247230703,0.9348053092306311,0.30229910666292364,0.16797939958897504,1.0228083729743958,32.62363017689098,1.0228083729743958,4.117879369042137,0.022
45.0,0.935639042745937,0.27406829460100696,0.935639042745937,0.29213516820560803,0.1628264466469938,0.9983037791468881,32.10276135531339,0.9983037791468881,4.144328995184465,0.0225
46.0,0.933759334412488,0.269475438378074,0.933759334412488,0.30199425328861584,0.16855178570205515,1.0659452568400989,33.26379550587047,1.0659452568400989,4.1351047429171475,0.023
47.0,0.9353342841972004,0.2726934321902015,0.9353342841972004,0.2973914823748849,0.16465836627916855,1.026239888234572,32.46739014712247,1.026239888234572,4.132351582700556,0.0235
48.0,0.9342587400566448,0.23113757100972263,0.9342587400566448,0.34074822745539923,0.2093242569403215,1.0740782185034319,33.23355137218129,1.0740782185034319,4.146839456124739,0.024
49.0,0.9357811212539673,0.26880494776097213,0.9357811212539673,0.3009640858931975,0.17065961523489517,1.0296452993696386,32.613666100935504,1.0296452993696386,4.142382513393056,0.0245
50.0,0.93449697711251,0.2778193273327567,0.93449697711251,0.2937443053180521,0.1643099198964509,1.056957028128884,32.933806506070226,1.056957028128884,4.157053167169744,0.025
51.0,0.9378067851066589,0.2531399801373482,0.9378067851066589,0.3207062631845474,0.19241872091184964,1.0800852504643528,33.363739013671875,1.0800852504643528,4.180165247483687,0.0255
52.0,0.9362304996360432,0.2661419829184359,0.9362304996360432,0.3091882060874592,0.17865122922442175,1.0509623099457135,32.82372544028542,1.0509623099457135,4.174681880257347,0.026
53.0,0.935366462577473,0.28184451162815094,0.935366462577473,0.29300248893824493,0.162513100288131,1.0158889591693878,32.215261459350586,1.0158889591693878,4.174365520477295,0.0265
54.0,0.9374662339687347,0.25336933542381634,0.9374662339687347,0.3207674879919399,0.19324309175664728,1.0158743262290955,32.25637097792192,1.0158743262290955,4.191838112744418,0.027
55.0,0.9362720657478679,0.2744352695616809,0.9362720657478679,0.30346025255593384,0.17563653059981085,0.9757667021317915,31.58668327331543,0.9757667021317915,4.232382124120539,0.0275
56.0,0.9344692148945548,0.26107016747648065,0.9344692148945548,0.31662315265698865,0.1851829303936525,1.0047493793747642,32.05678991837935,1.0047493793747642,4.181201154535467,0.028
57.0,0.9373579973524268,0.24564942446621982,0.9373579973524268,0.3299793384291909,0.20328230410814285,0.9609023928642273,31.21001807126132,0.9609023928642273,4.2154600403525615,0.0285
58.0,0.9347665066068823,0.2602661963213574,0.9347665066068823,0.32072529332204297,0.18869488686323166,0.9795639569109137,31.714052200317383,0.9795639569109137,4.205537254160101,0.029
59.0,0.9351600137623873,0.24395918642932718,0.9351600137623873,0.334562441164797,0.2043075981465253,1.0258508568460292,32.37634710832076,1.0258508568460292,4.180041768334129,0.0295
60.0,0.9366745027628812,0.24782361022450708,0.9366745027628812,0.33148879354650324,0.20378277383067392,1.0221442959525369,32.27908316525546,1.0221442959525369,4.20942048593001,0.03
61.0,0.9347608306191184,0.2473985105752945,0.9347608306191184,0.33382600816813385,0.2029675008221106,1.010421411557631,32.16367790915749,1.010421411557631,4.19548149542375,0.0305
62.0,0.9336800250140104,0.24987051432782953,0.9336800250140104,0.3332250795581124,0.19906538318503986,0.9930746230212125,31.780610951510344,0.9930746230212125,4.18150578845631,0.031
63.0,0.9350338605317202,0.234778377820145,0.9350338605317202,0.34351587160067126,0.21382323178378018,0.9900206435810436,31.717019774697043,0.9900206435810436,4.174159526824951,0.0315
64.0,0.9344475323503668,0.24969479577107864,0.9344475323503668,0.33542381633411755,0.2031235694885254,0.9659829356453635,31.379465970126066,0.9659829356453635,4.219069069082087,0.032
65.0,0.9347580590031364,0.2416450408372012,0.9347580590031364,0.3433721241625873,0.2102917656302452,0.9888064075600017,31.65820988741788,0.9888064075600017,4.198005936362526,0.0325
66.0,0.9333730936050415,0.22798470881852237,0.9333730936050415,0.35696219178763305,0.22338624637235294,0.9855463829907504,31.71975985440341,0.9855463829907504,4.188479206778786,0.033
67.0,0.9344464269551364,0.25061975148591126,0.9344464269551364,0.33525460958480835,0.2045636387033896,0.985115029595115,31.53478206287731,0.985115029595115,4.221820311112837,0.0335
68.0,0.9372148974375292,0.21233009682460266,0.9372148974375292,0.36991294947537506,0.24211861193180084,0.9495805691589009,30.880042509599164,0.9495805691589009,4.221629641272805,0.034
69.0,0.9343275211074136,0.23401510918682272,0.9343275211074136,0.35308647697622125,0.22491187331351367,0.9831128526817668,31.43417635830966,0.9831128526817668,4.250095822594383,0.0345
70.0,0.9362456365065142,0.22327692738988184,0.9362456365065142,0.3637085204774683,0.23174710842696103,0.9767096719958566,31.342113841663707,0.9767096719958566,4.208391926505349,0.035
71.0,0.935718912969936,0.23729360713200134,0.935718912969936,0.34756284952163696,0.22296800396659158,0.9600779766386206,30.97157270258123,0.9600779766386206,4.261788389899514,0.0355
72.0,0.9356669079173695,0.1745610230348327,0.9356669079173695,0.41173740273172205,0.2811780436472459,0.925146921114488,30.495022253556684,0.925146921114488,4.224337751215154,0.036
73.0,0.9348365393551913,0.2538969360969283,0.9348365393551913,0.34090206162496045,0.2066411091522737,0.9190994311462749,30.521590753035113,0.9190994311462749,4.269909100099043,0.0365
74.0,0.9332803243940527,0.23343882032416083,0.9332803243940527,0.3539682626724243,0.22382791340351105,0.927777810530229,30.62631997195157,0.927777810530229,4.22938947244124,0.037
75.0,0.9336377246813341,0.2239790748466145,0.9336377246813341,0.36926392398097296,0.2336066351695494,0.8830867951566522,29.971808260137383,0.8830867951566522,4.244699456474998,0.0375
76.0,0.9330545826391741,0.16830442507158627,0.9330545826391741,0.4266787428747524,0.2968224056742408,0.9366179840131239,30.835481903769754,0.9366179840131239,4.29535343430259,0.038
77.0,0.9356122829697349,0.1882733255624771,0.9356122829697349,0.40486306900327856,0.2716497697613456,0.9231357682834972,30.52332895452326,0.9231357682834972,4.24382361498746,0.0385
78.0,0.9345201064239849,0.24283039231191983,0.9345201064239849,0.3499708365310322,0.21986743062734604,0.8947418359192935,30.070103471929375,0.8947418359192935,4.278028878298673,0.039
79.0,0.9346781562675129,0.20342839712446387,0.9346781562675129,0.3923161341385408,0.2601637088439681,0.8932410939173265,29.945749109441582,0.8932410939173265,4.283090743151578,0.0395
80.0,0.9355058155276559,0.20860076289285312,0.9355058155276559,0.3807439980181781,0.25567502596161584,0.9030504551800814,30.059663339094683,0.9030504551800814,4.281537641178478,0.04
81.0,0.936173907735131,0.17006033862178976,0.936173907735131,0.42579927905039355,0.29515260593457654,0.9075709608468142,30.09771763194691,0.9075709608468142,4.284563107924028,0.0405
82.0,0.933816134929657,0.23193094269795853,0.933816134929657,0.36719251898202027,0.23285145448012787,0.9299050108952955,30.499798081137918,0.9299050108952955,4.2665628303181045,0.041
83.0,0.9348052631724965,0.19757847826589237,0.9348052631724965,0.39317685907537286,0.2649209743196314,0.9047274779189717,29.914416226473723,0.9047274779189717,4.24953259121288,0.0415
84.0,0.9354146718978882,0.20617510649290952,0.9354146718978882,0.3908245468681509,0.25992467593063007,0.8967282501134005,29.83942448009144,0.8967282501134005,4.284371896223589,0.042
85.0,0.9336918917569247,0.18481403656981207,0.9336918917569247,0.41373036530884827,0.27952132577245886,0.8971988504583185,29.875531283291902,0.8971988504583185,4.26204403963956,0.0425
86.0,0.9326125166632913,0.1690639162605459,0.9326125166632913,0.4222374775192954,0.2899389470165426,0.910080915147608,30.048612161116168,0.910080915147608,4.198693795637651,0.043
87.0,0.9333909289403395,0.192904762246392,0.9333909289403395,0.40413750166242773,0.2685067518190904,0.9005712108178572,29.845628998496316,0.9005712108178572,4.222366614775225,0.0435
88.0,0.9342557408592918,0.16277165507728403,0.9342557408592918,0.43606008182872424,0.30565075034444983,0.9031351506710052,30.05459837480025,0.9031351506710052,4.286844513633034,0.044
89.0,0.9343464239077135,0.19741961495442825,0.9343464239077135,0.40128437091003766,0.27005499465899035,0.8855552917177026,29.68561380559748,0.8855552917177026,4.280673915689642,0.0445
90.0,0.934605292298577,0.1808197315443646,0.934605292298577,0.4189998670057817,0.28633682836185803,0.8764236027544196,29.63343654979359,0.8764236027544196,4.277174906297163,0.045
91.0,0.9343783774159171,0.1520221693949266,0.9343783774159171,0.44399136304855347,0.31738485260443255,0.8652701648798856,29.414024526422676,0.8652701648798856,4.300372275439176,0.0455
92.0,0.9335161501711066,0.1845347908410159,0.9335161501711066,0.42247574437748303,0.2834658202799884,0.8839284560897134,29.85123651677912,0.8839284560897134,4.273398962887851,0.046
93.0,0.9338300824165344,0.19781404598192734,0.9338300824165344,0.4009300470352173,0.27229211276227777,0.9216208349574696,30.305070356889203,0.9216208349574696,4.272507884285667,0.0465
94.0,0.9342462230812419,0.1638709164478562,0.9342462230812419,0.44445658271962946,0.3090827072208578,0.8905133875933561,29.803550113331188,0.8905133875933561,4.310994885184548,0.047
95.0,0.9338115372441032,0.15606947175481103,0.9338115372441032,0.44662496176632965,0.31568577750162646,0.8895361206748269,29.776967655528676,0.8895361206748269,4.295022791082209,0.0475
96.0,0.934173499996012,0.18887452307072553,0.934173499996012,0.41490310565991834,0.28221090544353833,0.8709255375645377,29.484226833690297,0.8709255375645377,4.292809919877485,0.048
97.0,0.9338194809176705,0.08415150235999715,0.9338194809176705,0.5162186947735873,0.3911598975008184,0.8862359036098827,29.751141461459074,0.8862359036098827,4.323289502750743,0.0485
98.0,0.9339555203914642,0.16008834134448657,0.9339555203914642,0.44996398416432465,0.3099555291912772,0.8785501583056017,29.710720495744184,0.8785501583056017,4.269949067722667,0.049
99.0,0.9338668530637567,0.15312322703274814,0.9338668530637567,0.44714722308245575,0.3218650140545585,0.909987059506503,30.14297901500355,0.909987059506503,4.299438780004328,0.0495
100.0,0.933843344449997,0.16967496343634345,0.933843344449997,0.4383912438696081,0.3013444177129052,0.8501088592139158,29.110890301791105,0.8501088592139158,4.285139322280884,0.05
101.0,0.9331578693606637,0.12374703789299185,0.9331578693606637,0.47692501680417493,0.348547564311461,0.8416915373368696,28.921215317466043,0.8416915373368696,4.297891681844538,0.0505
102.0,0.9333097853443839,0.18519721722060983,0.9333097853443839,0.42861189625479956,0.289837273684415,0.8731423968618567,29.524511770768598,0.8731423968618567,4.305042245171287,0.051
103.0,0.9338383891365745,0.13890892470424826,0.9338383891365745,0.461507266218012,0.33507179942998017,0.8533557057380676,29.136808742176402,0.8533557057380676,4.300329013304277,0.0515
104.0,0.9344467276876623,0.15416073189540344,0.9344467276876623,0.4574686275287108,0.32259404930201446,0.8291290537877516,28.647340861233797,0.8291290537877516,4.336400660601529,0.052
105.0,0.9347001232884147,0.1303900507363406,0.9347001232884147,0.47085593369874085,0.34433249722827564,0.8480276167392731,29.119280381636187,0.8480276167392731,4.302010948007757,0.0525
106.0,0.9329923662272367,0.15230449830943887,0.9329923662272367,0.45774941823699256,0.32271711257371033,0.8470690629699014,28.879321791908957,0.8470690629699014,4.301269466226751,0.053
107.0,0.9336302117867903,0.14280918646942486,0.9336302117867903,0.4631912383166226,0.3306095383384011,0.8324144970286976,28.63921035419811,0.8324144970286976,4.2888454523953525,0.0535
108.0,0.9338078011165966,0.13488820059732956,0.9338078011165966,0.4741345616904172,0.3416368351741271,0.837066731669686,28.7538368918679,0.837066731669686,4.313234264200384,0.054
109.0,0.9340540522878821,0.13369970362294803,0.9340540522878821,0.4740141034126282,0.3441399254582145,0.8538017787716605,28.95099674571644,0.8538017787716605,4.313074285333807,0.0545
110.0,0.9343608644875613,0.15918271108107132,0.9343608644875613,0.4543381495909257,0.3214444016868418,0.8213797428391196,28.513759179548785,0.8213797428391196,4.3545121929862285,0.055
111.0,0.9339159998026761,0.12237299436872656,0.9339159998026761,0.486920565366745,0.3561343388123946,0.8117383474653418,28.25396546450528,0.8117383474653418,4.334558486938477,0.0555
112.0,0.9337106292898004,0.15188106894493103,0.9337106292898004,0.45841680331663653,0.32641607929359784,0.8016533770344474,28.203369574113324,0.8016533770344474,4.334045518528331,0.056
113.0,0.9333661848848517,0.12451816282489082,0.9333661848848517,0.4894238290461627,0.3560718135400252,0.8115972063758157,28.400466658852316,0.8115972063758157,4.347347259521484,0.0565
114.0,0.9347139705311168,0.13498777963898398,0.9347139705311168,0.47681178423491394,0.34688243811780756,0.8145459754900499,28.417381720109418,0.8145459754900499,4.354410951787775,0.057
115.0,0.9336599192836068,0.1257734312252565,0.9336599192836068,0.4872866787693717,0.3561384515328841,0.8051738820292733,28.06684537367387,0.8051738820292733,4.3561437780206855,0.0575
116.0,0.9341330826282501,0.10885377770120447,0.9341330826282501,0.5027292628179897,0.36960012127052655,0.8383509625088085,28.652507348494098,0.8383509625088085,4.298295411196622,0.058
117.0,0.9342590949752114,0.12303128838539124,0.9342590949752114,0.4880230887369676,0.35850861939516937,0.8352519490502097,28.62355761094527,0.8352519490502097,4.326776612888683,0.0585
118.0,0.9347239570184187,0.1450727405873212,0.9347239570184187,0.47109622982415283,0.34162189201875165,0.8436556675217368,28.677986058321867,0.8436556675217368,4.369189392436635,0.059
119.0,0.9330711662769318,0.11160536110401154,0.9330711662769318,0.5067252692851153,0.3745483268391002,0.8283494765108282,28.401492032137785,0.8283494765108282,4.368668881329623,0.0595
120.0,0.9337791719219901,0.11226917532357303,0.9337791719219901,0.5018082857131958,0.37142016941850836,0.8264276331121271,28.505709388039328,0.8264276331121271,4.34103681824424,0.06
121.0,0.9343436035242948,0.11671119657429782,0.9343436035242948,0.4963549077510834,0.36571069061756134,0.8278348310427233,28.468620040199973,0.8278348310427233,4.323378779671409,0.0605
122.0,0.9341067211194471,0.11068522794680162,0.9341067211194471,0.5056734085083008,0.37379766458814795,0.8247491338036277,28.35653677853671,0.8247491338036277,4.341731895099986,0.061
123.0,0.9339069344780662,0.10579766604033383,0.9339069344780662,0.5163610523397272,0.38414928723465314,0.8289340002970262,28.605727195739746,0.8289340002970262,4.389675032008778,0.0615
124.0,0.9315929114818573,0.10876295512372797,0.9315929114818573,0.5109726109287955,0.3781219449910251,0.8018879348581488,28.249373869462445,0.8018879348581488,4.371678417379206,0.062
125.0,0.9333005195314233,0.1224265383048491,0.9333005195314233,0.5032696276903152,0.3678538663820787,0.8109293634241278,28.533245260065254,0.8109293634241278,4.395973162217573,0.0625
126.0,0.9329689199274237,0.10026161101731387,0.9329689199274237,0.5193551074374806,0.387566475705667,0.8141488107767972,28.55858837474476,0.8141488107767972,4.3653670441020616,0.063
127.0,0.932530405846509,0.08752116967331279,0.932530405846509,0.5273611071434888,0.4037794199856845,0.8207668364048004,28.580250653353605,0.8207668364048004,4.391818870197643,0.0635
128.0,0.9354026669805701,0.07388172908262773,0.9354026669805701,0.5534309270707044,0.41824807903983374,0.7956860390576449,28.127207495949484,0.7956860390576449,4.4120589819821445,0.064
129.0,0.9353991015390917,0.1369625682180578,0.9353991015390917,0.48272195729342376,0.3557383269071579,0.8011892519213937,28.000944657759234,0.8011892519213937,4.410241820595481,0.0645
130.0,0.934774867512963,0.09335341372273186,0.934774867512963,0.532428661530668,0.40033555979078467,0.8076547411355105,28.013165387240324,0.8076547411355105,4.411914153532549,0.065
131.0,0.9352062480016188,0.11760159514167091,0.9352062480016188,0.4998779879374938,0.37898020446300507,0.8294203877449036,28.39768747849898,0.8294203877449036,4.4225476438348945,0.0655
132.0,0.9362293806943026,0.018655080686916004,0.9362293806943026,0.6055625406178561,0.4756474088538777,0.8069572855125774,27.899403832175516,0.8069572855125774,4.410433075644753,0.066
133.0,0.9357506009665403,0.1223416037180207,0.9357506009665403,0.5032235058871183,0.3700136637145823,0.801324809139425,27.89670857516202,0.801324809139425,4.390671665018255,0.0665
134.0,0.9359514848752455,0.09298107095740059,0.9359514848752455,0.5183157080953772,0.3996127478101037,0.7865884710441936,27.64721931110729,0.7865884710441936,4.398923830552534,0.067
135.0,0.9353303855115717,0.10927887260913849,0.9353303855115717,0.5205466584725813,0.3854880617423491,0.7671649672768333,27.454461617903277,0.7671649672768333,4.429832891984419,0.0675
136.0,0.9348542744463141,0.06810110942883925,0.9348542744463141,0.5447757718237963,0.4242311959916895,0.7766152078455145,27.487826173955742,0.7766152078455145,4.395224636251276,0.068
137.0,0.9334494796666232,0.0916450633244081,0.9334494796666232,0.535703342069279,0.39716986092654144,0.7558000223203138,27.237821492281828,0.7558000223203138,4.370426243001765,0.0685
138.0,0.9335326958786357,0.07570860331708734,0.9335326958786357,0.5385039015249773,0.4146998795596036,0.7759426209059629,27.624053781682793,0.7759426209059629,4.368684378537265,0.069
139.0,0.9343390844085,0.058444031260230324,0.9343390844085,0.5703212835571982,0.4345483590256084,0.7761420634659854,27.509166284040973,0.7761420634659854,4.390505118803545,0.0695
140.0,0.9346203722737052,0.04998920586976138,0.9346203722737052,0.5669819631359794,0.4421616697853262,0.7608260647817091,27.243355751037598,0.7608260647817091,4.388930450786244,0.07
141.0,0.9344932870431379,0.1003602147102356,0.9344932870431379,0.5295369679277594,0.39388762549920514,0.7800900394266302,27.68975101817738,0.7800900394266302,4.392514900727705,0.0705
142.0,0.9306751625104384,0.1381762298670682,0.9306751625104384,0.49262435869737103,0.3570287227630615,0.7957206124609167,27.978418350219727,0.7957206124609167,4.387087843634865,0.071
143.0,0.9308735863728956,0.06270353496074677,0.9308735863728956,0.5613534802740271,0.4268802323124625,0.7832309901714325,27.65793687647039,0.7832309901714325,4.33582743731412,0.0715
144.0,0.9350221292539076,0.07465255937793037,0.9350221292539076,0.5518488613041964,0.4203581606799906,0.78610759973526,27.596516782587226,0.78610759973526,4.384109692140059,0.072
145.0,0.93470853025263,0.09109827063300392,0.93470853025263,0.5363220545378599,0.407756122675809,0.777220679955049,27.425390416925605,0.777220679955049,4.425058885054155,0.0725
146.0,0.9357424161650918,0.06484803421930833,0.9357424161650918,0.5602891634811055,0.43342817236076703,0.760178953409195,27.184790351174094,0.760178953409195,4.427831389687278,0.073
147.0,0.9337625124237754,0.07613774456761101,0.9337625124237754,0.546610339121385,0.41682507775046607,0.7411813763054934,26.835579785433683,0.7411813763054934,4.384859800338745,0.0735
148.0,0.9317309693856672,0.09104460884224284,0.9317309693856672,0.5415686450221322,0.4029947532848878,0.7491542886603962,27.056373769586738,0.7491542886603962,4.386019359935414,0.074
149.0,0.933336919004267,0.03842092915014787,0.933336919004267,0.5840299698439512,0.45330195941708307,0.7614469203081998,27.274369673295453,0.7614469203081998,4.3499508120796895,0.0745
150.0,0.9305610467087139,0.0608184432441538,0.9305610467087139,0.5609792552211068,0.4314357773824172,0.750494428656318,27.133412274447355,0.750494428656318,4.359671289270574,0.075
151.0,0.9337782480499961,-0.023921337994662197,0.9337782480499961,0.6539940644394268,0.5184315009550615,0.7551003396511078,27.055359406904742,0.7551003396511078,4.375000823627818,0.0755
152.0,0.9326128553260457,0.1014627448537133,0.9326128553260457,0.5344436873089183,0.3948868770490993,0.7543108490380374,26.997229489413176,0.7543108490380374,4.39021990515969,0.076
153.0,0.9320183125409213,0.022231958129189232,0.9320183125409213,0.5973491289398887,0.4725654192946174,0.754886123267087,27.070534012534402,0.754886123267087,4.370485869320956,0.0765
154.0,0.9328265433961694,0.06630364060401917,0.9328265433961694,0.5688508261333812,0.4294386573813178,0.7565667493776842,27.056168642911043,0.7565667493776842,4.374866528944536,0.077
155.0,0.9328577220439911,0.062130219557068565,0.9328577220439911,0.5655597421255979,0.4384620176120238,0.7816300175406716,27.589239033785734,0.7816300175406716,4.400159033862027,0.0775
156.0,0.9329074404456399,0.05259084159677679,0.9329074404456399,0.5833149200136011,0.44529560614715924,0.7612317231568423,27.194481416182086,0.7612317231568423,4.385103594173085,0.078
157.0,0.9310136491602118,0.0914196940985593,0.9310136491602118,0.5422416830604727,0.4106662151488391,0.7620634870095686,27.14696840806441,0.7620634870095686,4.4226391532204365,0.0785
158.0,0.932634407823736,-0.00962382825938138,0.932634407823736,0.6442179219289259,0.5100317299365997,0.7585193054242567,27.070977731184527,0.7585193054242567,4.40484864061529,0.079
159.0,0.9312686134468425,0.00532605837691914,0.9312686134468425,0.6257898997176777,0.4966266724196347,0.7655327265912836,27.114351706071332,0.7655327265912836,4.410928769545122,0.0795
