d1,d2,d3,L,a,b
0.0151429164883,0.5250652423,0.025824444724,53.7365621309,22.7475442434,-20.9268281574
0.00868593670077,0.895964440438,0.0417255900871,32.3762033706,0.680840330058,-16.3070454
0.00683662668302,0.786661754682,0.018647193018,65.3724446407,-1.68854296468,-15.8103692921
0.0354134201203,0.725701393197,0.0124990362027,35.9667659427,14.5688253773,-22.6770364134
0.0205922156656,0.460704544012,0.00739799988127,61.8339902603,-38.3254092966,-4.52151255895
0.0477104771174,0.0737302010124,0.0392651630349,1.81292150258,19.1576067795,-29.8535151368
0.0348046054057,0.0654796314679,0.0278272418529,9.96449454346,27.3091635276,-40.3798975735
0.0411575263957,0.206687594141,0.0247710125716,7.15800617166,25.9893236993,-32.2647456317
0.00398877800662,0.694703325758,0.00177190551365,94.577719644,2.09536431466,-2.80192778956
0.0309122863995,0.777115333588,0.0126610271009,38.425308448,14.7315977451,-17.2601787589
0.0176449134739,0.352944127337,0.035140446147,37.4680315229,42.18380115,-7.75102757172
0.0327638360389,0.336226088306,0.016569009228,45.0494630905,6.01500926468,16.2240752219
0.0117892467349,0.810969233393,0.0445671080912,27.1846589614,-2.54054153956,-20.820774775
0.0236191788956,0.440462185821,0.0269021649215,32.7846469243,-37.3188300345,-24.5190030182
0.0390012441687,0.170818027455,0.00156271471132,32.3604318905,4.0675854201,-17.6287932174
0.00321671714252,0.458717771092,0.0150294427582,80.3752512651,-19.2623934718,1.46084931849
0.0285762797218,0.991090177537,0.0388171229179,25.4437024325,11.7420992819,-23.1110460646
0.0447648182501,0.334349741027,0.00571857002564,28.4761788185,5.01767297328,-6.87425459557
0.0233810870239,0.562228297892,0.0476448071573,18.9221968307,42.503609313,-33.2583477164
0.00454721921495,0.626201521202,0.0348438320916,42.6762461889,-18.2619300832,-14.6307727076
0.00338067539638,0.136312363193,0.0299277073484,50.4328241254,5.81848389272,-4.38342137825
0.04541050794,0.57071512428,0.0274257133858,16.5814038215,41.0723359007,-32.9369862829
0.0246265936915,0.363441722371,0.0456884745008,20.2135287373,46.1170534135,-19.737904912
0.00442793201072,0.060216118766,0.0219400819802,63.50144633,-1.70994474277,-31.5649503377
0.033587416324,0.182254207063,0.0444594564212,5.61534587271,15.2908374073,-6.07796209827
0.0383186484568,0.428732262672,0.0302485417258,14.6492455785,7.15219256971,-41.065534814
0.00312022516015,0.736824863992,0.0177445491394,70.2023364846,9.18399973792,-12.9916102632
0.0277916302338,0.317755133572,0.0347519068462,42.4908569435,-46.80994609,36.7083301619
0.0112264160935,0.403949781637,0.0458571505085,18.6650836063,25.5806616871,-44.6249739231
0.0106897071721,0.753015397946,0.00546569508924,79.0053989837,9.86975911512,-10.4675776143
0.0397656597913,0.8477937179,0.0495380127057,12.383942306,-0.973034204546,-21.6238629639
0.0238266556888,0.0277222967642,0.0172494048126,26.7336384798,6.53773320736,-25.9913756798
0.00776901048492,0.301847155923,0.0190650534651,76.2738117685,-21.687968182,19.0360425371
0.0420297403006,0.798573792353,0.0368443028404,15.5441666946,8.47706985647,-16.5939185242
0.0392719479307,0.671365874664,0.0245700461344,28.9164409189,-19.0296333812,-17.464437294
0.0456872343994,0.118393795675,0.0496303107721,17.3619752416,-51.0758652076,-3.40138940719
0.00887409140733,0.933511231895,0.0456445788028,26.9922285364,9.77088835048,-17.37958147
0.0329571591472,0.641127119391,0.018887401214,34.5749698644,-38.194830689,-10.2587679931
0.0117271160749,0.675123061696,0.0482374982796,26.5816351496,-6.2495491004,-19.2082154599
0.0251067537036,0.312696361783,0.00215554057544,56.3378951907,-3.7568696219,-10.5171403581
0.0292586470948,0.245749922442,0.00509431340118,42.2650969866,3.99872810165,-37.6800951123
0.0254350212939,0.604564609412,0.0283666126955,29.2728453109,2.40629093872,-21.1650889257
0.0340994595974,0.154430229023,0.0086768938415,41.4786315237,10.4727762439,2.22779968993
0.0162908742297,0.294221204382,0.0469341358225,31.9132054333,-54.9057328068,12.3618918586
0.00125448901505,0.617866534538,0.0405127315879,36.438358176,-8.75030089235,-15.6944946877
0.0441129138812,0.769435960938,0.0451065624098,10.3166839634,14.9067027045,-10.4506729959
0.0243401853586,0.445788945245,0.0283379951119,32.6173141808,-49.2215763182,-16.4114567382
