epoch,discriminator_loss,generator_loss,evaluator_loss,real_score,fake_score,lab_mse,alpha
1.0,2.8949708938598633,-0.30761270225048065,2.8949708938598633,0.3379046767950058,0.30761580169200897,0.06202535331249237,5e-05
2.0,2.8542968034744263,-0.28071387112140656,2.8542968034744263,0.3122439533472061,0.2807210683822632,0.07197610661387444,0.0001
3.0,2.732924222946167,-0.2505650445818901,2.732924222946167,0.2854301929473877,0.25057507306337357,0.06687972508370876,0.00015
4.0,2.6805546283721924,-0.16712766885757446,2.6805546283721924,0.22296954691410065,0.16714154928922653,0.06941714510321617,0.0002
5.0,2.6236953735351562,-0.15313191711902618,2.6236953735351562,0.18131589144468307,0.15314552932977676,0.05444065108895302,0.00025
6.0,2.6214712858200073,-0.14296353608369827,2.6214712858200073,0.16722872108221054,0.1429772600531578,0.045752255246043205,0.0003
7.0,2.5946075916290283,-0.09398011863231659,2.5946075916290283,0.15430110692977905,0.09399426728487015,0.040418840944767,0.00035
8.0,2.557830572128296,-0.11226147413253784,2.557830572128296,0.1354478821158409,0.11228575929999352,0.0607006810605526,0.0004
9.0,2.519899606704712,-0.07177388295531273,2.519899606704712,0.13425249978899956,0.07180776074528694,0.07528625056147575,0.00045
10.0,2.500704526901245,-0.09934128448367119,2.500704526901245,0.1256696730852127,0.09937571361660957,0.06885497644543648,0.0005
11.0,2.538915753364563,-0.10368171706795692,2.538915753364563,0.11812285333871841,0.10370887815952301,0.0493834987282753,0.00055
12.0,2.507995843887329,-0.04027343541383743,2.507995843887329,0.09920436143875122,0.04030704777687788,0.056021884083747864,0.0006
13.0,2.4956753253936768,-0.0586482398211956,2.4956753253936768,0.08206286281347275,0.05867842957377434,0.046444328501820564,0.00065
14.0,2.466729521751404,-0.04363643378019333,2.466729521751404,0.09047673642635345,0.04367450624704361,0.054389290511608124,0.0007
15.0,2.466341495513916,-0.0375530831515789,2.466341495513916,0.07639691978693008,0.03759375587105751,0.05422826670110226,0.00075
16.0,2.449056625366211,-0.021880154963582754,2.449056625366211,0.0829147957265377,0.021922359708696604,0.052755897864699364,0.0008
17.0,2.4376686811447144,-0.026803171262145042,2.4376686811447144,0.05822403356432915,0.02683714497834444,0.03996871970593929,0.00085
18.0,2.455981969833374,-0.036989398300647736,2.455981969833374,0.06376137584447861,0.037033308297395706,0.04878898151218891,0.0009
19.0,2.3679122924804688,-0.015490202698856592,2.3679122924804688,0.059930065646767616,0.015556886093690991,0.07019327580928802,0.00095
20.0,2.3519585132598877,-0.020897623151540756,2.3519585132598877,0.07332409173250198,0.02096141315996647,0.06379023939371109,0.001
21.0,2.3692938089370728,-0.006449330336181447,2.3692938089370728,0.039629154838621616,0.006514892418636009,0.06243990175426006,0.00105
22.0,2.353313684463501,0.00011195684783160686,2.353313684463501,0.02230344216513913,-4.1124410927295685e-05,0.06439312547445297,0.0011
23.0,2.352982521057129,-0.020221478305757046,2.352982521057129,0.038372172974050045,0.02029362926259637,0.06274027936160564,0.00115
24.0,2.3616254329681396,-0.007808895315974951,2.3616254329681396,0.03492152504622936,0.007888053078204393,0.06596480309963226,0.0012
25.0,2.3515052795410156,0.023296687752008438,2.3515052795410156,0.022824037820100784,-0.023226558230817318,0.05610313266515732,0.00125
26.0,2.2996546030044556,0.02827642112970352,2.2996546030044556,0.04173365421593189,-0.028199447318911552,0.05921097472310066,0.0013
27.0,2.309506058692932,-0.005190553027205169,2.309506058692932,0.028660803101956844,0.005286401021294296,0.07099845632910728,0.00135
28.0,2.2899543046951294,0.03133571706712246,2.2899543046951294,0.012670585885643959,-0.03124585747718811,0.06418532878160477,0.0014
29.0,2.294572353363037,0.01677991554606706,2.294572353363037,0.01659464999102056,-0.016679698950611055,0.06911474466323853,0.00145
30.0,2.278254508972168,0.0101466627093032,2.278254508972168,0.013803158886730671,-0.010048775118775666,0.06525825336575508,0.0015
31.0,2.2700849771499634,-0.00023296009749174118,2.2700849771499634,-0.012214678106829524,0.0003244904801249504,0.05905204452574253,0.00155
32.0,2.2665880918502808,0.012797294184565544,2.2665880918502808,0.0009101387113332748,-0.012689396739006042,0.06743575632572174,0.0016
33.0,2.268470287322998,0.02011780347675085,2.268470287322998,-0.0020363754592835903,-0.020006656646728516,0.06736147403717041,0.00165
34.0,2.2602908611297607,0.019925232511013746,2.2602908611297607,0.00015371758490800858,-0.019823286682367325,0.05996764451265335,0.0017
35.0,2.2669036388397217,0.030346826650202274,2.2669036388397217,-0.000743732787668705,-0.03023844910785556,0.06193007901310921,0.00175
36.0,2.2563178539276123,0.02905309945344925,2.2563178539276123,0.010533377528190613,-0.02893238700926304,0.0670623928308487,0.0018
37.0,2.236799955368042,0.028130989521741867,2.236799955368042,0.0027498875570017844,-0.02800910361111164,0.06588441506028175,0.00185
38.0,2.244896173477173,0.015342591097578406,2.244896173477173,0.010941531509160995,-0.015229022479616106,0.05977294780313969,0.0019
39.0,2.22563636302948,-0.003343460150063038,2.22563636302948,0.01851754542440176,0.003468628041446209,0.06418855488300323,0.00195
40.0,2.231165051460266,0.033091094344854355,2.231165051460266,0.009156698593869805,-0.03294910117983818,0.07099608331918716,0.002
41.0,2.2392455339431763,0.015000863349996507,2.2392455339431763,0.009232433279976249,-0.014863155782222748,0.06717432290315628,0.00205
42.0,2.2244551181793213,0.030841906554996967,2.2244551181793213,0.016822580248117447,-0.030692490749061108,0.07114998251199722,0.0021
43.0,2.227634072303772,0.013550058487453498,2.227634072303772,-0.002422520105028525,-0.013412052736384794,0.06418871693313122,0.00215
44.0,2.2156364917755127,0.02126932144165039,2.2156364917755127,0.016698971623554826,-0.02112837601453066,0.06406588479876518,0.0022
